EntityType,ID,ParentID,Latitude,Longitude,NumDownstreamBuildings
PolePadTransformer,PPT464,SST01,14.676381,121.001547,13
PolePadTransformer,PPT465,SST01,14.621637,121.02361,13
PolePadTransformer,PPT466,SST01,14.66132,121.071738,12
PolePadTransformer,PPT467,SST01,14.692201,121.061201,12
PolePadTransformer,PPT468,SST01,14.645868,121.061065,14
PolePadTransformer,PPT469,SST01,14.679089,121.059984,13
PolePadTransformer,PPT470,SST01,14.656113,121.074175,13
PolePadTransformer,PPT471,SST01,14.640927,121.014775,13
PolePadTransformer,PPT472,SST01,14.629094,121.046134,10
PolePadTransformer,PPT473,SST01,14.699272,121.015618,15
PolePadTransformer,PPT474,SST01,14.643695,121.06614,11
PolePadTransformer,PPT475,SST01,14.663558,121.009727,15
PolePadTransformer,PPT476,SST01,14.675941,121.059516,12
PolePadTransformer,PPT477,SST01,14.716489,121.096365,13
PolePadTransformer,PPT478,SST01,14.716052,121.023943,12
PolePadTransformer,PPT479,SST01,14.645791,121.090581,10
PolePadTransformer,PPT480,SST01,14.695824,121.011587,10
PolePadTransformer,PPT481,SST01,14.606688,121.062011,14
PolePadTransformer,PPT482,SST01,14.692676,121.023995,15
PolePadTransformer,PPT483,SST01,14.634544,121.073643,11
PolePadTransformer,PPT484,SST01,14.692113,121.002997,11
PolePadTransformer,PPT485,SST01,14.653948,121.073334,13
PolePadTransformer,PPT486,SST01,14.624654,121.069968,10
PolePadTransformer,PPT487,SST01,14.654229,121.073545,11
PolePadTransformer,PPT488,SST01,14.626836,121.036561,13
PolePadTransformer,PPT489,SST01,14.682785,121.024415,13
PolePadTransformer,PPT490,SST01,14.701758,121.062178,11
PolePadTransformer,PPT491,SST01,14.669859,121.051935,14
PolePadTransformer,PPT492,SST01,14.707663,121.015035,12
PolePadTransformer,PPT493,SST01,14.67295,121.03539,13
PolePadTransformer,PPT494,SST01,14.683256,121.067195,10
PolePadTransformer,PPT495,SST01,14.655919,121.020319,15
PolePadTransformer,PPT496,SST01,14.645977,121.01886,13
PolePadTransformer,PPT497,SST01,14.710473,121.042169,14
PolePadTransformer,PPT498,SST01,14.700763,121.097546,12
PolePadTransformer,PPT499,SST01,14.717841,121.070201,12
PolePadTransformer,PPT500,SST01,14.712485,121.080165,11
PolePadTransformer,PPT501,SST01,14.638748,121.079982,10
PolePadTransformer,PPT502,SST01,14.633536,121.064871,14
PolePadTransformer,PPT503,SST01,14.697446,121.072486,13
PolePadTransformer,PPT504,SST01,14.667498,121.09062,11
PolePadTransformer,PPT505,SST01,14.605813,121.020235,11
PolePadTransformer,PPT506,SST01,14.676773,121.091056,14
PolePadTransformer,PPT507,SST01,14.688073,121.065746,14
PolePadTransformer,PPT508,SST01,14.701729,121.007149,12
PolePadTransformer,PPT509,SST01,14.698728,121.040452,10
PolePadTransformer,PPT510,SST01,14.603204,121.026483,11
PolePadTransformer,PPT511,SST01,14.684466,121.043174,14
PolePadTransformer,PPT512,SST01,14.680852,121.038602,15
PolePadTransformer,PPT513,SST01,14.718705,121.011226,11
PolePadTransformer,PPT514,SST01,14.644069,121.086194,14
PolePadTransformer,PPT515,SST01,14.615982,121.079186,12
PolePadTransformer,PPT516,SST01,14.65008,121.050466,15
PolePadTransformer,PPT517,SST01,14.606688,121.030253,12
PolePadTransformer,PPT518,SST01,14.673096,121.04166,11
PolePadTransformer,PPT519,SST01,14.698287,121.02436,10
PolePadTransformer,PPT520,SST01,14.672461,121.023418,11
PolePadTransformer,PPT521,SST01,14.66746,121.07312,13
PolePadTransformer,PPT522,SST01,14.655485,121.005487,10
PolePadTransformer,PPT523,SST01,14.658428,121.024806,11
PolePadTransformer,PPT524,SST01,14.70798,121.00214,13
PolePadTransformer,PPT525,SST01,14.696984,121.09394,15
PolePadTransformer,PPT526,SST01,14.6355,121.065196,13
PolePadTransformer,PPT527,SST01,14.703306,121.033925,14
PolePadTransformer,PPT528,SST01,14.634943,121.09582,14
PolePadTransformer,PPT529,SST01,14.71309,121.015341,11
PolePadTransformer,PPT530,SST01,14.641811,121.048761,11
PolePadTransformer,PPT531,SST01,14.717702,121.093249,13
PolePadTransformer,PPT532,SST01,14.69997,121.041133,11
PolePadTransformer,PPT533,SST01,14.6681,121.041073,11
PolePadTransformer,PPT534,SST01,14.708177,121.053948,13
PolePadTransformer,PPT535,SST01,14.64808,121.053751,15
PolePadTransformer,PPT536,SST01,14.675982,121.022449,14
PolePadTransformer,PPT537,SST01,14.683825,121.01741,12
PolePadTransformer,PPT538,SST01,14.696049,121.083512,14
PolePadTransformer,PPT539,SST01,14.618414,121.007858,14
PolePadTransformer,PPT540,SST01,14.7032,121.001472,10
PolePadTransformer,PPT541,SST01,14.616464,121.088127,14
PolePadTransformer,PPT542,SST01,14.717475,121.080178,12
PolePadTransformer,PPT543,SST01,14.678107,121.027917,14
PolePadTransformer,PPT544,SST01,14.682227,121.085861,12
PolePadTransformer,PPT545,SST01,14.668455,121.028097,11
PolePadTransformer,PPT546,SST01,14.64089,121.011813,12
PolePadTransformer,PPT547,SST01,14.692872,121.051316,11
PolePadTransformer,PPT548,SST01,14.634657,121.000024,11
PolePadTransformer,PPT549,SST01,14.612968,121.036691,10
PolePadTransformer,PPT550,SST01,14.688662,121.040682,10
PolePadTransformer,PPT551,SST01,14.678573,121.080331,12
PolePadTransformer,PPT552,SST01,14.603894,121.048919,14
PolePadTransformer,PPT553,SST01,14.710573,121.009763,15
PolePadTransformer,PPT554,SST01,14.70992,121.046588,15
PolePadTransformer,PPT555,SST01,14.693585,121.058689,10
PolePadTransformer,PPT556,SST01,14.688112,121.065839,14
PolePadTransformer,PPT557,SST01,14.654938,121.052062,10
PolePadTransformer,PPT558,SST01,14.610697,121.020542,15
PolePadTransformer,PPT559,SST01,14.605256,121.017866,15
PolePadTransformer,PPT560,SST01,14.606678,121.025138,14
PolePadTransformer,PPT561,SST01,14.699211,121.019381,12
PolePadTransformer,PPT562,SST01,14.647049,121.098679,10
PolePadTransformer,PPT563,SST01,14.652037,121.094017,15
PolePadTransformer,PPT564,SST01,14.619951,121.084738,14
PolePadTransformer,PPT565,SST01,14.661123,121.009387,13
PolePadTransformer,PPT566,SST01,14.678634,121.044127,14
PolePadTransformer,PPT567,SST01,14.608166,121.089222,11
PolePadTransformer,PPT568,SST01,14.714498,121.094983,15
PolePadTransformer,PPT569,SST01,14.632939,121.016768,14
PolePadTransformer,PPT570,SST01,14.609973,121.02712,14
PolePadTransformer,PPT571,SST01,14.651738,121.036681,12
PolePadTransformer,PPT572,SST01,14.618156,121.045393,13
PolePadTransformer,PPT573,SST01,14.685283,121.070197,12
PolePadTransformer,PPT574,SST01,14.607113,121.008396,14
PolePadTransformer,PPT575,SST01,14.629242,121.093906,13
PolePadTransformer,PPT576,SST01,14.661986,121.059823,15
PolePadTransformer,PPT577,SST01,14.680079,121.022046,15
PolePadTransformer,PPT578,SST01,14.710346,121.068269,14
PolePadTransformer,PPT579,SST01,14.626094,121.015101,14
PolePadTransformer,PPT580,SST01,14.70961,121.053232,10
PolePadTransformer,PPT581,SST01,14.661901,121.066593,15
PolePadTransformer,PPT582,SST01,14.664541,121.013665,14
PolePadTransformer,PPT583,SST01,14.65064,121.014784,10
PolePadTransformer,PPT584,SST01,14.694174,121.036212,12
PolePadTransformer,PPT585,SST01,14.670975,121.067253,10
PolePadTransformer,PPT586,SST01,14.671151,121.08048,10
PolePadTransformer,PPT587,SST01,14.680281,121.012625,10
PolePadTransformer,PPT588,SST01,14.605902,121.07626,10
PolePadTransformer,PPT589,SST01,14.618419,121.098218,13
PolePadTransformer,PPT590,SST01,14.603197,121.000193,11
PolePadTransformer,PPT591,SST01,14.688263,121.013264,11
PolePadTransformer,PPT592,SST01,14.718814,121.047391,10
PolePadTransformer,PPT593,SST01,14.680639,121.019441,10
PolePadTransformer,PPT594,SST01,14.635254,121.086156,15
PolePadTransformer,PPT595,SST01,14.609619,121.020275,13
PolePadTransformer,PPT596,SST01,14.683451,121.031034,11
PolePadTransformer,PPT597,SST01,14.631121,121.078697,15
PolePadTransformer,PPT598,SST01,14.658775,121.044385,11
PolePadTransformer,PPT599,SST01,14.640153,121.039222,11
PolePadTransformer,PPT600,SST01,14.714226,121.06112,15
PolePadTransformer,PPT601,SST01,14.662879,121.06953,11
PolePadTransformer,PPT602,SST01,14.685848,121.003325,12
PolePadTransformer,PPT603,SST01,14.71177,121.061832,15
PolePadTransformer,PPT604,SST01,14.655609,121.047225,15
PolePadTransformer,PPT605,SST01,14.652977,121.049478,12
PolePadTransformer,PPT606,SST01,14.645267,121.062705,15
PolePadTransformer,PPT607,SST01,14.618067,121.058103,13
PolePadTransformer,PPT608,SST01,14.614155,121.032474,12
PolePadTransformer,PPT609,SST01,14.621958,121.031213,12
PolePadTransformer,PPT610,SST01,14.651751,121.025662,12
PolePadTransformer,PPT611,SST01,14.682348,121.042975,10
PolePadTransformer,PPT612,SST01,14.695147,121.060402,11
PolePadTransformer,PPT613,SST01,14.656333,121.008725,14
PolePadTransformer,PPT614,SST01,14.678659,121.063406,13
PolePadTransformer,PPT615,SST01,14.631325,121.09783,15
PolePadTransformer,PPT616,SST01,14.675905,121.056589,15
PolePadTransformer,PPT617,SST01,14.674892,121.032172,10
PolePadTransformer,PPT618,SST01,14.691251,121.044615,15
PolePadTransformer,PPT619,SST01,14.698624,121.075969,14
PolePadTransformer,PPT620,SST01,14.691743,121.036918,12
PolePadTransformer,PPT621,SST01,14.612474,121.019387,13
PolePadTransformer,PPT622,SST01,14.62029,121.000309,14
PolePadTransformer,PPT623,SST01,14.630386,121.041401,11
PolePadTransformer,PPT624,SST01,14.612554,121.005773,12
PolePadTransformer,PPT625,SST01,14.704156,121.060644,14
PolePadTransformer,PPT626,SST01,14.701374,121.050917,11
PolePadTransformer,PPT627,SST01,14.668055,121.094022,12
PolePadTransformer,PPT628,SST01,14.632979,121.020641,15
PolePadTransformer,PPT629,SST01,14.604644,121.041297,12
PolePadTransformer,PPT630,SST01,14.716046,121.019975,14
PolePadTransformer,PPT631,SST01,14.600229,121.00536,12
PolePadTransformer,PPT632,SST01,14.644001,121.071234,10
PolePadTransformer,PPT633,SST01,14.705827,121.074784,13
PolePadTransformer,PPT634,SST01,14.620722,121.044173,11
PolePadTransformer,PPT635,SST01,14.627317,121.030663,13
PolePadTransformer,PPT636,SST01,14.717859,121.016426,11
PolePadTransformer,PPT637,SST01,14.647766,121.058029,14
PolePadTransformer,PPT638,SST01,14.712052,121.090387,11
PolePadTransformer,PPT639,SST01,14.62447,121.070259,13
PolePadTransformer,PPT640,SST01,14.601152,121.019638,15
PolePadTransformer,PPT641,SST01,14.645483,121.099503,13
PolePadTransformer,PPT642,SST01,14.617591,121.039323,12
PolePadTransformer,PPT643,SST01,14.616395,121.027926,13
PolePadTransformer,PPT644,SST01,14.664956,121.047052,15
PolePadTransformer,PPT645,SST01,14.60546,121.088041,11
PolePadTransformer,PPT646,SST01,14.671142,121.060524,11
PolePadTransformer,PPT647,SST01,14.607588,121.020234,15
PolePadTransformer,PPT648,SST01,14.646779,121.018918,12
PolePadTransformer,PPT649,SST01,14.620481,121.069509,12
PolePadTransformer,PPT650,SST01,14.709593,121.05964,15
PolePadTransformer,PPT651,SST01,14.637627,121.082842,11
PolePadTransformer,PPT652,SST01,14.6185,121.059201,12
PolePadTransformer,PPT653,SST01,14.62332,121.072041,13
PolePadTransformer,PPT654,SST01,14.667107,121.014714,12
PolePadTransformer,PPT655,SST01,14.613964,121.008405,14
PolePadTransformer,PPT656,SST01,14.697929,121.09877,10
PolePadTransformer,PPT657,SST01,14.609439,121.038465,10
PolePadTransformer,PPT658,SST01,14.708646,121.073804,11
PolePadTransformer,PPT659,SST01,14.601952,121.052394,12
PolePadTransformer,PPT660,SST01,14.665232,121.09003,14
PolePadTransformer,PPT661,SST01,14.70854,121.091271,10
PolePadTransformer,PPT662,SST01,14.624175,121.009283,15
PolePadTransformer,PPT663,SST01,14.696915,121.042614,10
PolePadTransformer,PPT664,SST01,14.66733,121.073269,10
PolePadTransformer,PPT665,SST01,14.681316,121.062329,14
PolePadTransformer,PPT666,SST01,14.681181,121.050892,13
PolePadTransformer,PPT667,SST01,14.627676,121.054006,15
PolePadTransformer,PPT668,SST01,14.642657,121.062074,14
PolePadTransformer,PPT669,SST01,14.610317,121.044408,12
PolePadTransformer,PPT670,SST01,14.699796,121.069671,12
PolePadTransformer,PPT671,SST01,14.636253,121.001577,15
PolePadTransformer,PPT672,SST01,14.631232,121.066665,14
PolePadTransformer,PPT673,SST01,14.616812,121.006696,15
PolePadTransformer,PPT674,SST01,14.627847,121.013444,10
PolePadTransformer,PPT675,SST01,14.604544,121.050705,15
PolePadTransformer,PPT676,SST01,14.694657,121.066893,15
PolePadTransformer,PPT677,SST01,14.712009,121.027179,11
PolePadTransformer,PPT678,SST01,14.640037,121.015344,10
PolePadTransformer,PPT679,SST01,14.703409,121.097464,14
PolePadTransformer,PPT680,SST01,14.603901,121.064776,14
PolePadTransformer,PPT681,SST01,14.604071,121.001531,13
PolePadTransformer,PPT682,SST01,14.62441,121.062447,15
PolePadTransformer,PPT683,SST01,14.630674,121.089222,13
PolePadTransformer,PPT684,SST01,14.673589,121.044122,12
PolePadTransformer,PPT685,SST01,14.702765,121.043439,10
PolePadTransformer,PPT686,SST01,14.633601,121.021831,10
PolePadTransformer,PPT687,SST01,14.616274,121.032629,15
PolePadTransformer,PPT688,SST01,14.684409,121.076915,13
PolePadTransformer,PPT689,SST01,14.673544,121.059257,14
PolePadTransformer,PPT690,SST01,14.638735,121.077001,13
PolePadTransformer,PPT691,SST01,14.613366,121.071139,14
PolePadTransformer,PPT692,SST01,14.687406,121.051441,10
PolePadTransformer,PPT693,SST01,14.629463,121.039939,11
PolePadTransformer,PPT694,SST01,14.674569,121.004257,10
PolePadTransformer,PPT695,SST01,14.697747,121.026731,14
PolePadTransformer,PPT696,SST01,14.617645,121.045206,15
PolePadTransformer,PPT697,SST01,14.702279,121.02259,14
PolePadTransformer,PPT698,SST01,14.609164,121.03207,11
PolePadTransformer,PPT699,SST01,14.604474,121.066926,14
PolePadTransformer,PPT700,SST01,14.68308,121.09617,10
PolePadTransformer,PPT701,SST01,14.601108,121.011332,12
PolePadTransformer,PPT702,SST01,14.637615,121.004307,11
PolePadTransformer,PPT703,SST01,14.711369,121.020201,14
PolePadTransformer,PPT704,SST01,14.686398,121.03032,11
PolePadTransformer,PPT705,SST01,14.672127,121.082305,11
PolePadTransformer,PPT706,SST01,14.644715,121.091938,11
PolePadTransformer,PPT707,SST01,14.665019,121.036839,11
PolePadTransformer,PPT708,SST01,14.609526,121.052882,14
PolePadTransformer,PPT709,SST01,14.694739,121.014339,11
PolePadTransformer,PPT710,SST01,14.69397,121.081316,11
PolePadTransformer,PPT711,SST01,14.673826,121.054857,15
PolePadTransformer,PPT712,SST01,14.679249,121.039573,10
PolePadTransformer,PPT713,SST01,14.61066,121.010532,12
PolePadTransformer,PPT714,SST01,14.69185,121.076503,14
PolePadTransformer,PPT715,SST01,14.688349,121.067223,14
PolePadTransformer,PPT716,SST01,14.712785,121.090062,14
PolePadTransformer,PPT717,SST01,14.626681,121.071934,10
PolePadTransformer,PPT718,SST01,14.685238,121.008075,13
PolePadTransformer,PPT719,SST01,14.710365,121.053276,10
PolePadTransformer,PPT720,SST01,14.600531,121.078427,11
PolePadTransformer,PPT721,SST01,14.614887,121.013515,13
PolePadTransformer,PPT722,SST01,14.714661,121.045415,15
PolePadTransformer,PPT723,SST01,14.693003,121.035093,15
PolePadTransformer,PPT724,SST01,14.647046,121.084624,14
PolePadTransformer,PPT725,SST01,14.662903,121.005248,15
PolePadTransformer,PPT726,SST01,14.691696,121.038732,10
PolePadTransformer,PPT727,SST01,14.620543,121.037809,14
PolePadTransformer,PPT728,SST01,14.672921,121.032782,12
PolePadTransformer,PPT729,SST01,14.651943,121.09375,15
PolePadTransformer,PPT730,SST01,14.665222,121.017096,11
PolePadTransformer,PPT731,SST01,14.719679,121.070318,13
PolePadTransformer,PPT732,SST01,14.659532,121.014014,10
PolePadTransformer,PPT733,SST01,14.698763,121.085535,11
PolePadTransformer,PPT734,SST01,14.602407,121.046959,15
PolePadTransformer,PPT735,SST01,14.664946,121.085484,12
PolePadTransformer,PPT736,SST01,14.604831,121.094407,10
PolePadTransformer,PPT737,SST01,14.656633,121.099535,11
PolePadTransformer,PPT738,SST01,14.689989,121.054553,11
PolePadTransformer,PPT739,SST01,14.62309,121.003444,12
PolePadTransformer,PPT740,SST01,14.635904,121.073682,13
PolePadTransformer,PPT741,SST01,14.620403,121.044923,13
PolePadTransformer,PPT742,SST01,14.693721,121.058462,10
PolePadTransformer,PPT743,SST01,14.704985,121.044599,14
PolePadTransformer,PPT744,SST01,14.674092,121.047446,15
PolePadTransformer,PPT745,SST01,14.658873,121.009813,10
PolePadTransformer,PPT746,SST01,14.668642,121.068721,12
PolePadTransformer,PPT747,SST01,14.651583,121.036537,12
PolePadTransformer,PPT748,SST01,14.613381,121.000951,13
PolePadTransformer,PPT749,SST01,14.634044,121.030222,15
PolePadTransformer,PPT750,SST01,14.647266,121.049317,11
PolePadTransformer,PPT751,SST01,14.614968,121.001208,12
PolePadTransformer,PPT752,SST01,14.716774,121.061461,12
PolePadTransformer,PPT753,SST01,14.685433,121.016774,12
PolePadTransformer,PPT754,SST01,14.67209,121.014903,15
PolePadTransformer,PPT755,SST01,14.601627,121.023711,12
PolePadTransformer,PPT756,SST01,14.613703,121.067847,13
PolePadTransformer,PPT757,SST01,14.689082,121.098376,14
PolePadTransformer,PPT758,SST01,14.650591,121.083155,10
PolePadTransformer,PPT759,SST01,14.715663,121.042079,14
PolePadTransformer,PPT760,SST01,14.712506,121.025895,15
PolePadTransformer,PPT761,SST01,14.684497,121.091956,13
PolePadTransformer,PPT762,SST01,14.643167,121.007501,10
PolePadTransformer,PPT763,SST01,14.678222,121.048394,15
PolePadTransformer,PPT764,SST01,14.621259,121.022103,14
PolePadTransformer,PPT765,SST01,14.692161,121.052357,15
PolePadTransformer,PPT766,SST01,14.697441,121.002979,10
PolePadTransformer,PPT767,SST01,14.644991,121.033802,12
PolePadTransformer,PPT768,SST01,14.664588,121.051108,10
PolePadTransformer,PPT769,SST01,14.647796,121.069778,14
PolePadTransformer,PPT770,SST01,14.643557,121.044665,12
PolePadTransformer,PPT771,SST01,14.608419,121.057836,15
PolePadTransformer,PPT772,SST01,14.614308,121.061889,13
PolePadTransformer,PPT773,SST01,14.69559,121.07341,10
PolePadTransformer,PPT774,SST01,14.683496,121.025094,14
PolePadTransformer,PPT775,SST01,14.636707,121.005449,12
PolePadTransformer,PPT776,SST01,14.701512,121.099877,13
PolePadTransformer,PPT777,SST01,14.63444,121.096322,15
PolePadTransformer,PPT778,SST01,14.644985,121.009001,13
PolePadTransformer,PPT779,SST01,14.603372,121.099047,15
PolePadTransformer,PPT780,SST01,14.675888,121.062658,13
PolePadTransformer,PPT781,SST01,14.707406,121.07245,13
PolePadTransformer,PPT782,SST01,14.653269,121.05909,15
PolePadTransformer,PPT783,SST01,14.653014,121.016684,11
PolePadTransformer,PPT784,SST01,14.68388,121.045957,14
PolePadTransformer,PPT785,SST01,14.709504,121.035897,15
PolePadTransformer,PPT786,SST01,14.648745,121.085153,15
PolePadTransformer,PPT787,SST01,14.666372,121.062948,10
PolePadTransformer,PPT788,SST01,14.642235,121.044442,14
PolePadTransformer,PPT789,SST01,14.663897,121.079911,12
PolePadTransformer,PPT790,SST01,14.681547,121.02618,13
PolePadTransformer,PPT791,SST01,14.602609,121.069765,13
PolePadTransformer,PPT792,SST01,14.666239,121.043634,10
PolePadTransformer,PPT793,SST01,14.651308,121.043457,11
PolePadTransformer,PPT794,SST01,14.705874,121.080405,12
PolePadTransformer,PPT795,SST01,14.704605,121.063815,12
PolePadTransformer,PPT796,SST01,14.643648,121.008576,14
PolePadTransformer,PPT797,SST01,14.709809,121.048773,12
PolePadTransformer,PPT798,SST01,14.691956,121.085765,13
PolePadTransformer,PPT799,SST01,14.616477,121.011663,15
PolePadTransformer,PPT800,SST01,14.691919,121.07987,11
PolePadTransformer,PPT801,SST01,14.654984,121.073812,15
PolePadTransformer,PPT802,SST01,14.633564,121.043847,14
PolePadTransformer,PPT803,SST01,14.701999,121.021201,12
PolePadTransformer,PPT804,SST01,14.637718,121.037531,15
PolePadTransformer,PPT805,SST01,14.719741,121.051057,15
PolePadTransformer,PPT806,SST01,14.604614,121.027241,11
PolePadTransformer,PPT807,SST01,14.70444,121.016895,10
PolePadTransformer,PPT808,SST01,14.636309,121.048077,10
PolePadTransformer,PPT809,SST01,14.666266,121.090188,14
PolePadTransformer,PPT810,SST01,14.703682,121.071278,11
PolePadTransformer,PPT811,SST01,14.679869,121.029853,13
PolePadTransformer,PPT812,SST01,14.718582,121.058817,10
PolePadTransformer,PPT813,SST01,14.60738,121.085291,15
PolePadTransformer,PPT814,SST01,14.617907,121.045096,12
PolePadTransformer,PPT815,SST01,14.705651,121.022979,10
PolePadTransformer,PPT816,SST01,14.67129,121.064192,15
PolePadTransformer,PPT817,SST01,14.685158,121.070813,12
PolePadTransformer,PPT818,SST01,14.696925,121.097628,13
PolePadTransformer,PPT819,SST01,14.667453,121.020493,13
PolePadTransformer,PPT820,SST01,14.624719,121.038134,15
PolePadTransformer,PPT821,SST01,14.636552,121.016771,13
PolePadTransformer,PPT822,SST01,14.644556,121.091445,15
PolePadTransformer,PPT823,SST01,14.607789,121.05785,12
PolePadTransformer,PPT824,SST01,14.609083,121.087218,13
PolePadTransformer,PPT825,SST01,14.692238,121.008667,12
PolePadTransformer,PPT826,SST01,14.646747,121.013649,13
PolePadTransformer,PPT827,SST01,14.62088,121.00659,15
PolePadTransformer,PPT828,SST01,14.637558,121.03291,14
PolePadTransformer,PPT829,SST01,14.625679,121.089801,15
PolePadTransformer,PPT830,SST01,14.717021,121.077049,15
PolePadTransformer,PPT831,SST01,14.675079,121.071104,14
PolePadTransformer,PPT832,SST01,14.669109,121.079621,14
PolePadTransformer,PPT833,SST01,14.615648,121.093132,15
PolePadTransformer,PPT834,SST01,14.670388,121.082139,15
PolePadTransformer,PPT835,SST01,14.685389,121.06814,15
PolePadTransformer,PPT836,SST01,14.6727,121.033762,14
PolePadTransformer,PPT837,SST01,14.629151,121.001376,13
PolePadTransformer,PPT838,SST01,14.658017,121.075569,13
PolePadTransformer,PPT839,SST01,14.67197,121.047855,12
PolePadTransformer,PPT840,SST01,14.601067,121.098162,10
PolePadTransformer,PPT841,SST01,14.707276,121.021624,11
PolePadTransformer,PPT842,SST01,14.702687,121.013526,14
PolePadTransformer,PPT843,SST01,14.607998,121.07239,11
PolePadTransformer,PPT844,SST01,14.660675,121.024489,15
PolePadTransformer,PPT845,SST01,14.670934,121.089029,15
PolePadTransformer,PPT846,SST01,14.638003,121.096811,14
PolePadTransformer,PPT847,SST01,14.603377,121.089503,11
PolePadTransformer,PPT848,SST01,14.718839,121.039582,13
PolePadTransformer,PPT849,SST01,14.682429,121.016109,12
PolePadTransformer,PPT850,SST01,14.634275,121.032688,12
PolePadTransformer,PPT851,SST01,14.682109,121.046776,10
PolePadTransformer,PPT852,SST01,14.684703,121.009397,14
PolePadTransformer,PPT853,SST01,14.690258,121.034623,11
PolePadTransformer,PPT854,SST01,14.685895,121.015684,11
PolePadTransformer,PPT855,SST01,14.640449,121.04179,11
